"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"611",1,487241,3,5,3,4,4,3,3,4,3,5,2,3,3,2,3,2,3,4,4,4,4,3,4,3,4,4,4,4,3,0,0,4,3,5,35,2,4,4,2,1,3,3,4,3,4,20,1,16,1,1,2,53,4,3,5,4,4,4,3,5,4,4,3,4,4,4,3,3,4,5,3,3,4,4,4,5,2,5,5,0,0
"612",3,5485,4,5,4,3,3,3,4,5,4,3,2,5,3,1,2,5,4,1,1,4,2,3,2,4,5,2,5,4,2,5,1,4,2,5,6,1,4,3,2,2,2,4,1,3,3,1,1,1,5,7,1,21,3,2,1,3,1,1,4,5,4,3,4,4,3,1,2,4,5,5,2,3,1,4,4,1,2,3,5,0,0
"613",3,1456,5,4,4,4,5,5,5,4,5,5,5,5,4,5,5,3,5,3,5,4,4,5,4,3,4,5,5,5,4,2,1,5,7,5,45,4,4,4,4,3,4,3,4,4,4,5,2,15,4,3,1,39,4,4,5,3,5,5,5,5,5,2,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,4,1,0
"614",3,4015,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,5,5,3,4,3,4,3,5,5,5,5,3,4,3,0,0,5,4,5,30,5,4,4,5,2,4,5,4,5,5,60,2,11,1,1,1,9,5,5,4,5,5,5,5,5,5,4,5,2,4,5,4,5,4,4,5,5,5,5,5,5,5,4,4,1,0
"615",3,22846,4,3,3,2,3,5,4,3,5,4,4,5,4,3,4,5,5,4,5,1,4,3,3,5,4,5,3,2,4,1,1,5,5,5,6,5,4,5,4,1,4,5,4,3,3,3,1,13,1,2,1,9,3,3,4,3,5,3,5,4,5,4,4,2,4,3,1,5,3,3,3,4,5,5,3,4,5,4,4,1,0
"616",3,3650,4,5,4,5,4,5,3,4,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,5,0,0,5,5,5,30,1,2,2,3,2,4,2,4,2,4,4,1,13,6,1,2,54,3,4,5,5,4,4,5,3,4,4,4,2,5,4,5,5,5,5,5,3,5,5,5,5,5,5,4,1,0
"617",3,4247,4,4,4,3,4,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,4,5,4,4,4,4,5,5,5,1,1,5,6,5,24,3,5,4,4,3,5,5,5,4,4,30,2,16,1,1,1,31,4,4,5,4,4,5,4,4,4,4,5,4,5,5,4,5,4,4,5,5,5,4,5,5,5,4,4,0,0
"618",3,3966,4,3,3,5,4,5,5,4,5,4,5,3,4,5,3,4,4,4,3,5,5,4,3,4,4,5,5,4,4,1,1,5,4,5,20,3,4,5,4,2,4,3,3,4,4,60,1,14,6,1,1,3,4,4,5,5,4,3,3,5,3,4,5,4,4,4,4,4,5,5,4,5,4,5,3,5,5,3,4,1,0
"619",3,14777,5,4,4,5,4,3,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,4,4,5,4,5,3,4,4,2,1,5,8,5,25,4,4,3,4,2,4,3,4,3,4,100,1,12,1,1,1,6,4,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,3,2,4,3,3,4,5,5,5,4,4,0,0
"620",3,9583,4,5,4,5,4,4,5,5,4,3,5,5,4,5,3,5,3,4,5,4,4,4,3,4,5,4,4,5,4,1,1,5,7,5,40,3,4,4,4,2,5,5,4,5,4,20,2,14,6,1,1,19,4,4,4,5,3,3,5,4,3,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,5,4,4,0,0
"621",3,1749,4,4,3,4,4,4,3,3,4,4,3,4,4,5,3,5,4,4,5,4,5,5,4,4,4,4,4,4,5,0,0,5,6,5,25,2,4,3,4,2,4,5,3,3,2,30,1,16,1,1,4,32,4,5,3,4,3,5,5,4,4,4,4,4,4,5,4,3,4,4,5,5,4,4,4,4,5,3,4,0,0
"622",3,2040,5,5,4,4,5,4,4,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,4,2,1,5,4,5,25,4,5,5,5,3,5,4,4,5,3,49,1,1,5,1,2,24,5,4,4,5,5,4,4,4,5,5,5,2,4,4,5,5,4,4,5,4,5,4,4,5,4,5,4,0,0
"623",1,16534,4,5,3,5,5,3,3,4,3,4,1,4,5,5,4,3,4,4,4,3,4,4,4,3,4,5,4,4,5,0,0,4,11,5,25,2,3,3,5,1,5,3,3,3,3,150,1,11,1,3,3,54,3,4,3,5,5,4,3,4,4,5,4,4,4,4,4,4,5,4,4,3,5,4,4,4,4,3,4,1,0
"624",3,12885,3,5,5,5,2,1,5,3,5,3,5,1,2,5,5,2,5,1,5,5,1,5,5,3,3,5,1,5,3,1,1,3,7,5,40,4,4,4,4,2,4,4,4,4,4,10,2,11,5,1,1,6,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,1,0
"625",3,8217,5,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,5,5,3,3,3,4,3,4,4,4,3,4,1,1,5,4,5,7,4,4,4,4,2,3,3,4,3,3,2,2,15,1,1,1,42,5,5,5,4,5,5,5,4,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,4,4,4,4,0,0
"626",3,7403,5,4,5,4,4,4,5,5,4,4,5,4,4,4,5,5,4,5,4,4,4,5,4,5,5,4,4,4,5,2,1,5,6,5,30,5,5,5,5,2,2,4,4,5,4,50,2,13,1,1,1,1,5,5,4,5,5,4,4,5,3,4,4,4,4,5,4,4,4,4,4,5,4,5,3,4,4,5,4,1,0
"627",3,3136,4,4,4,5,4,5,4,5,4,3,5,4,4,4,4,4,5,5,4,5,5,4,5,3,4,4,5,4,4,1,1,5,4,5,30,5,4,4,5,4,5,4,4,4,5,10,1,13,5,2,1,6,4,5,4,5,4,5,5,5,4,2,4,2,3,3,5,4,5,5,3,4,5,5,5,4,4,5,4,1,0
"628",3,22609,4,5,4,5,4,4,4,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,4,5,5,5,5,4,5,1,1,5,3,5,25,3,5,4,4,3,5,5,4,4,4,10,1,13,1,1,1,28,5,5,5,4,4,5,4,5,4,2,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,0,0
"629",3,20898,4,4,5,4,4,4,5,4,4,5,4,5,5,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,0,0,5,7,5,30,4,1,3,3,2,4,5,4,4,4,30,1,12,5,1,2,9,4,4,4,4,4,4,4,3,4,5,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,0,0
"630",3,1037,4,4,5,5,3,4,4,4,5,3,4,4,4,5,4,4,5,3,5,4,5,4,4,4,5,4,5,3,4,0,0,4,7,5,5,4,3,5,4,1,2,1,2,3,4,10,2,16,1,1,1,2,4,4,4,5,4,3,4,4,4,5,4,3,5,3,4,5,4,4,5,5,4,4,4,4,4,5,4,0,0
"631",3,20595,4,5,4,4,3,4,3,5,5,3,4,4,5,3,4,3,4,4,5,3,4,4,4,4,4,4,5,5,4,0,0,4,3,5,24,2,3,5,3,2,4,3,4,3,3,30,2,15,1,1,1,43,4,3,3,3,4,5,4,4,5,4,5,2,3,5,4,4,3,4,4,5,5,4,4,4,4,4,4,0,0
"632",3,1603,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,4,2,1,5,6,5,10,5,3,2,4,2,5,3,3,2,2,5,1,15,6,1,1,15,4,4,4,3,4,3,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,0,0
"633",3,19186,4,5,4,5,4,5,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,5,5,5,4,5,5,4,1,1,5,5,5,15,3,5,4,4,3,5,4,4,4,4,30,1,12,1,2,1,40,5,4,5,5,4,5,4,4,4,4,5,4,5,4,4,4,5,4,5,5,4,4,5,5,4,5,4,0,0
"634",3,13998,4,4,4,4,5,5,5,4,4,5,4,1,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,5,4,0,0,4,4,5,40,5,1,2,3,3,3,3,3,3,3,30,1,16,5,1,3,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0
"635",3,22883,4,3,5,5,4,5,5,3,4,4,5,4,3,3,5,4,4,4,5,4,5,4,4,5,4,5,4,4,4,0,0,4,4,5,40,2,5,5,5,2,2,4,5,3,5,60,1,13,1,1,4,10,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,0,0
"636",3,420961,4,4,5,3,3,4,3,4,5,3,4,2,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,2,1,4,4,5,25,5,1,4,4,3,3,3,4,2,4,25,1,12,5,4,1,51,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,0,0
"637",1,183,3,3,4,4,3,4,4,4,3,3,2,3,3,2,2,3,4,3,3,4,5,4,4,4,5,4,3,3,5,1,1,4,3,5,24,3,1,3,3,2,4,3,5,3,3,30,2,11,5,1,2,53,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,4,0,0
"638",1,540,3,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,1,1,4,6,5,12,3,3,3,3,2,3,3,3,3,3,3,2,14,1,1,2,54,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,4,4,4,3,3,4,3,4,0,0
"639",3,9552,3,5,4,4,4,4,3,4,3,5,4,4,4,4,5,5,4,5,2,3,5,4,4,3,4,4,3,4,3,0,0,5,5,5,6,4,5,4,4,2,5,4,4,4,3,15,1,13,5,1,1,8,5,5,5,4,4,5,5,5,4,4,4,4,4,3,3,4,5,4,4,3,5,3,2,3,3,2,4,1,0
"640",3,2826,3,5,4,4,4,4,3,3,5,4,5,5,4,4,4,4,4,4,3,5,4,3,4,4,3,4,4,4,4,1,1,5,2,5,22,2,5,2,4,2,2,5,4,4,5,18,1,16,1,1,1,37,5,4,4,3,4,4,4,4,3,4,5,4,4,5,4,3,4,4,5,4,4,4,5,4,3,5,4,0,0
"641",3,12143,5,4,4,4,4,3,3,3,5,3,4,4,4,3,3,4,4,3,4,4,4,4,3,2,3,3,3,3,3,2,1,4,6,5,50,4,4,4,4,3,5,4,4,4,5,15,1,13,5,1,1,6,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,3,2,4,3,5,3,4,4,3,4,4,1,0
"642",3,234,4,4,4,3,3,4,4,4,5,3,5,4,5,4,4,3,4,3,4,4,4,4,3,3,5,4,4,3,5,1,1,4,6,5,35,3,3,3,4,2,4,4,4,5,4,25,2,19,1,1,2,48,4,5,5,5,3,3,4,4,4,5,5,4,4,3,3,4,4,4,3,4,5,4,3,5,3,4,4,0,0
"643",3,8409,4,4,4,4,3,4,3,4,4,4,4,3,5,5,4,3,4,3,5,5,4,3,4,5,5,5,3,4,5,1,1,5,9,5,20,4,5,3,4,2,5,4,5,4,4,54,2,19,1,1,1,12,4,4,3,4,3,4,4,4,5,3,5,4,3,5,4,4,3,4,3,5,3,4,3,4,3,5,4,1,0
"644",3,422700,4,3,3,3,3,4,5,4,3,4,4,5,3,4,3,4,4,4,5,3,5,4,3,4,4,5,4,3,5,3,1,5,3,5,25,4,4,5,5,2,5,5,4,4,4,100,2,1,1,7,1,1,3,3,3,2,2,4,3,3,3,5,4,4,3,4,3,4,3,4,5,3,5,4,4,3,3,4,4,0,0
"645",1,22484,3,2,2,4,1,3,4,3,3,3,1,3,3,3,3,4,4,2,2,3,4,2,3,2,3,4,2,3,3,1,1,4,7,5,24,1,3,3,5,2,3,4,3,2,4,25,2,18,1,1,1,10,2,3,4,3,4,3,2,3,4,4,3,2,3,5,4,5,3,4,4,3,4,3,3,3,2,4,4,0,0
"646",3,4518,5,5,3,5,5,3,3,4,4,2,3,5,4,3,3,4,5,3,3,2,3,3,5,5,3,4,3,4,2,1,1,5,5,5,22,4,3,3,3,2,4,5,3,3,4,100,1,16,1,1,1,28,4,5,5,4,3,3,4,3,5,4,4,4,3,2,3,3,3,4,5,4,3,3,3,3,5,3,3,1,0
"647",1,37,4,5,4,3,3,3,4,2,2,2,3,3,5,2,2,2,5,2,2,3,1,2,3,4,4,2,5,3,5,0,0,4,4,5,5,4,2,1,3,1,3,4,3,3,4,20,1,12,1,1,1,13,5,3,3,4,5,4,5,3,4,4,3,5,3,4,4,3,4,4,3,5,4,5,3,4,4,5,3,0,0
"648",3,3371,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,3,5,4,5,4,4,5,4,5,5,0,0,4,3,5,25,3,4,3,3,2,4,3,3,3,2,65,1,10,1,1,2,31,4,5,5,4,4,5,5,4,4,2,5,2,5,4,4,4,5,5,4,4,5,4,4,5,4,4,3,0,0
"649",3,13080,4,5,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,5,3,4,3,5,4,5,4,4,4,5,4,1,1,4,4,5,25,3,3,4,4,2,3,3,4,4,4,60,1,10,5,1,1,54,3,3,5,4,4,4,4,5,4,4,3,2,3,3,4,4,5,4,4,4,5,4,3,5,4,5,3,1,0
"650",1,10972,4,4,2,4,4,3,3,4,2,3,2,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,2,3,1,1,4,4,5,20,5,4,4,4,2,3,2,3,3,4,22,1,15,6,1,2,10,3,5,4,3,4,4,5,3,4,4,5,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,3,0,0
"651",3,13747,3,4,4,5,4,4,4,3,4,4,5,3,4,3,4,4,3,4,3,4,3,3,4,5,3,5,4,4,4,0,0,4,4,5,25,4,4,3,3,2,4,4,3,3,4,30,2,14,1,1,1,10,5,3,3,4,3,4,3,4,4,4,3,3,4,4,5,3,3,4,3,3,3,3,3,3,4,4,3,0,0
"652",1,9140,4,4,4,4,5,4,5,5,3,4,3,3,3,3,4,4,4,4,4,4,4,5,3,4,4,5,4,4,4,1,1,5,6,5,30,3,5,4,4,2,4,5,4,5,4,40,1,17,1,1,2,24,5,5,4,4,3,4,4,3,4,3,4,2,4,4,4,5,4,4,4,4,4,4,3,3,4,4,3,0,0
"653",3,16379,3,3,4,3,3,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,4,1,1,4,7,5,35,4,3,4,3,2,4,3,3,4,3,30,1,14,6,1,4,44,3,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,3,0,0
"654",3,1750,3,4,4,5,3,5,3,5,4,4,4,4,4,4,1,5,4,3,3,3,5,5,5,4,2,4,4,3,3,1,1,5,6,5,5,3,4,3,2,1,2,4,3,3,3,1,1,16,5,1,1,31,4,4,3,3,4,5,4,4,3,4,3,2,4,3,4,3,3,3,3,4,5,4,4,3,3,3,3,0,0
"655",2,2355,3,3,4,5,3,3,4,4,3,4,3,4,4,4,4,5,5,3,3,4,4,4,4,3,3,3,4,3,4,1,1,4,5,5,30,2,4,5,4,3,4,5,4,3,3,50,1,12,1,1,1,9,3,3,3,3,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,4,4,4,3,4,3,3,3,0,0
"656",3,23022,3,3,4,4,4,2,3,3,5,3,3,3,4,4,3,4,2,3,2,3,3,5,3,2,3,4,3,5,2,1,1,5,8,5,22,3,3,3,3,1,4,3,4,3,3,20,1,18,1,1,1,2,2,2,2,3,4,4,3,3,3,3,2,3,3,4,3,3,4,4,2,3,3,4,3,2,3,3,3,0,0
"657",3,2708,4,5,4,5,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,3,3,5,5,4,4,4,3,3,5,2,1,4,6,5,22,3,4,3,4,2,2,4,2,3,3,20,1,13,1,2,1,26,4,3,5,3,4,4,4,5,4,3,5,3,4,3,2,3,3,3,4,2,3,3,3,2,3,5,3,1,0
"658",3,12732,4,4,4,4,4,4,4,5,3,4,4,3,3,4,4,2,2,4,4,4,5,4,4,5,5,5,5,4,4,1,1,4,3,5,20,4,2,3,3,2,5,3,2,3,2,45,1,11,5,4,3,23,2,5,3,4,3,3,3,4,4,5,4,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,0,0
"659",3,9273,3,4,4,3,5,4,3,4,3,4,5,3,4,5,3,2,4,4,4,3,4,5,3,4,5,4,4,4,4,1,1,4,4,5,14,2,4,3,4,3,5,5,4,5,3,15,1,14,1,1,1,6,3,4,4,4,3,4,4,5,4,4,5,4,4,3,3,4,4,3,4,3,4,3,5,3,3,4,3,1,0
"660",3,1610,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,2,1,4,4,5,11,3,4,3,4,2,3,4,4,4,3,13,1,15,5,1,1,9,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,0,0
"661",1,11015,3,3,3,1,1,3,2,3,2,2,1,3,5,1,1,5,1,5,5,5,5,3,1,5,5,1,1,1,3,2,1,5,4,5,45,5,5,5,5,1,5,5,5,5,5,60,1,11,5,1,1,25,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"662",2,481242,4,2,3,3,3,4,3,4,3,3,5,2,3,3,3,4,5,4,3,2,4,3,4,4,3,4,3,4,4,1,1,2,4,5,21,2,4,1,4,4,4,4,5,4,3,10,1,15,6,1,4,14,2,3,3,2,3,4,3,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,0,0
"663",2,7743,3,2,2,5,4,3,4,4,3,1,3,4,2,3,4,1,3,4,3,3,4,3,4,3,2,4,3,3,3,0,0,4,7,5,22,1,3,5,5,1,1,4,4,4,2,60,1,15,1,1,3,32,1,2,3,4,3,2,4,3,4,4,2,4,4,4,4,2,4,4,3,3,3,3,3,4,4,3,3,0,0
"664",1,22515,5,3,3,4,3,4,4,3,3,4,2,2,2,2,2,2,3,3,2,4,4,4,4,4,2,4,2,3,4,0,0,4,3,5,17,1,5,1,5,1,2,5,3,5,5,15,2,12,5,1,1,50,4,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,2,0,0
"665",3,2468,5,4,4,4,4,5,4,4,5,3,5,5,5,5,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,1,1,5,7,5,5,4,3,5,4,2,3,4,2,4,4,5,2,17,1,2,1,34,2,4,3,4,3,3,5,4,4,2,4,3,4,3,3,3,4,4,4,3,4,3,4,3,3,4,2,0,0
"666",1,2651,3,3,3,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,1,4,6,5,5,3,3,2,2,2,3,2,4,2,2,1,1,15,5,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,3,3,2,5,2,2,2,2,3,3,2,2,3,2,2,0,0
"667",3,8738,4,3,5,1,5,3,2,4,2,3,5,5,2,4,4,3,3,4,3,1,2,3,2,1,2,4,2,1,4,0,0,4,1,5,11,1,1,1,1,1,3,4,4,2,1,23,2,15,2,7,3,54,2,4,3,5,3,2,1,2,4,3,4,2,1,5,2,5,5,5,1,3,3,4,4,2,4,1,1,0,0
"668",3,236389,4,1,3,5,5,5,5,4,4,5,4,1,5,5,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,1,1,5,6,4,19,2,5,5,4,4,3,5,4,5,5,275,2,18,1,2,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1
"669",2,421581,4,1,3,5,5,5,5,5,3,4,3,3,3,5,5,3,3,5,5,3,5,5,4,5,4,4,4,4,4,0,0,4,3,4,20,3,5,5,4,2,3,4,4,5,4,30,2,12,1,1,3,28,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,3,5,5,5,1,1
"670",2,420146,3,2,4,5,4,5,4,4,3,3,5,3,4,3,4,4,3,4,5,3,4,5,4,3,4,4,4,4,5,1,1,5,2,4,18,2,5,4,3,3,4,3,4,4,2,80,1,17,1,5,4,24,4,4,5,5,5,5,4,4,5,5,5,3,4,4,4,3,4,5,5,5,4,4,5,4,5,5,5,1,1
"671",2,223787,4,2,4,4,5,4,4,5,3,3,5,2,2,5,4,4,4,4,4,3,5,5,3,5,5,4,3,4,4,1,1,5,5,4,18,2,5,5,3,1,4,4,4,4,4,60,1,16,3,2,4,5,5,4,4,5,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,4,4,5,3,5,5,5,0,1
"672",1,232694,4,1,5,5,5,5,5,5,4,4,2,1,4,5,5,3,4,5,5,4,5,5,5,3,5,5,3,4,5,1,1,4,3,4,21,5,5,1,1,2,5,1,3,1,1,30,2,19,1,1,2,50,5,5,5,5,4,4,5,4,5,5,4,4,5,5,5,5,5,5,4,5,4,4,4,3,5,5,5,0,1
"673",1,236774,4,3,4,3,4,5,4,4,3,4,2,3,3,4,4,4,4,5,5,4,5,5,3,5,4,4,4,3,4,1,1,4,3,4,17,2,5,4,4,1,5,3,4,2,4,25,2,15,1,1,1,28,3,4,4,4,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,4,4,5,1,1
"674",3,223344,5,2,4,5,3,5,4,2,4,2,4,1,2,4,4,4,4,5,4,2,5,4,2,4,4,4,2,2,4,1,1,4,1,4,12,1,4,5,4,4,1,5,4,4,4,12,2,17,1,1,3,13,4,4,4,2,4,2,5,4,4,4,2,2,2,2,5,2,2,4,4,2,4,4,4,4,4,2,5,1,1
"675",3,473036,4,2,3,4,4,4,4,4,4,5,4,1,4,4,4,2,1,4,4,3,4,4,3,4,4,3,3,3,4,0,0,4,11,4,36,3,5,4,4,1,2,4,3,3,3,20,1,10,2,5,4,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,5,5,0,1
"676",1,421812,5,2,4,4,5,5,5,3,3,5,2,2,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,1,1,4,4,4,36,3,5,3,4,3,4,4,5,5,4,159,1,17,1,5,4,39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,1,1
"677",3,474854,5,2,3,5,5,5,5,5,5,3,5,2,4,5,4,4,4,5,5,4,5,5,4,5,4,2,2,3,4,1,1,5,4,4,21,2,4,4,3,3,3,3,5,4,3,180,1,16,1,1,2,54,3,4,4,5,4,4,4,5,5,4,5,5,4,4,4,3,5,4,4,4,4,5,4,2,5,5,4,1,1
"678",1,229664,4,1,5,5,2,4,4,5,2,5,2,2,2,2,4,4,2,4,5,4,5,5,5,4,4,2,4,4,5,1,1,5,4,4,21,1,5,5,4,2,2,5,4,5,3,30,2,15,5,1,2,44,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,4,5,4,4,4,4,1,1
"679",1,232257,5,3,3,4,4,4,4,3,3,2,3,2,3,3,4,3,3,4,5,3,5,5,4,5,5,3,2,4,4,1,1,5,3,4,18,3,4,5,3,2,2,3,4,3,4,20,1,16,1,2,1,41,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,0,1
"680",1,484752,5,2,4,5,4,5,5,4,5,4,3,2,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,5,5,1,1,5,3,4,18,2,4,4,4,2,4,4,4,4,4,25,2,17,1,4,1,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,0,1
"681",1,220107,4,3,4,4,4,4,4,3,4,3,3,3,2,2,3,4,3,4,4,3,5,4,4,4,4,4,4,4,4,0,0,4,3,4,20,1,5,5,4,2,1,4,4,4,4,25,1,16,1,1,3,40,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
