ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
688,HS,4,4,CA,0,2,A,40647,40648,40497,SA,596,0,0,0,NA,NA,2,2,40297,,Southern California,4,Private non-Christian,0,K,6,280,Q,0,1,CA History,EXISTING,66,68,596,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.235714286,0.970588235,2,S,1
689,HG,4,4,CA,0,2,A,40647,40648,40471,CP,618,16,2,0.432,40303,40420,3,1,40303,,Southern California,5,CHD,1,PK,8,475,O,0.243,1,CA History,EXISTING,37,38,618,1,40447,40447,200,200,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.077894737,0.973684211,1,S-M,0
690,HS,4,4,CA,0,2,A,40647,40648,40521,FR,616,2,1,0.029,NA,NA,1,7,40288,,Southern California,5,Private non-Christian,1,PK,8,500,Q,0,1,CA History,EXISTING,70,77,616,1,40483,40483,164,164,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.14,0.909090909,7,S-M,1
691,HG,4,4,CA,0,2,B,40647,40648,40473,NA,424,18,1,0.6,40323,40415,1,1,40309,,Northern California,11,Catholic,0,K,8,162,O,0.1,1,CA History,EXISTING,30,31,424,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.185185185,0.967741935,1,S,1
692,HD,8,8,MN,0,4,A,40647,40650,40452,NA,1405,54,3,0.593,40203,40416,2,8,40201,A,Other,5,PUBLIC,1,6,8,806,P,0.33,0,East Coast,EXISTING,91,99,1405,1,40449,40449,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.112903226,0.919191919,8,M-L,1
693,HD,8,8,IL,0,3,A,40647,40650,40466,FR,1390,15,2,0.319,40249,40420,2,4,40247,A,Other,4,PUBLIC,1,PK,5,537,I,0.34,0,East Coast,EXISTING,47,51,1390,1,40436,40436,211,211,Middle,Middle,Middle->Middle,April,PK,Elementary,PK->Elementary,H,1,0.087523277,0.921568627,4,S-M,1
694,SG,12,12,MA,0,4,A,40647,40650,40482,NA,1389,10,5,0.4,40205,40436,11,3,40200,A,Other,6,PUBLIC,1,7,12,843,L,0.2,0,Science,EXISTING,25,28,1389,1,40444,40444,203,203,High,High,High->High,April,Middle,High,Middle->High,S,1,0.029655991,0.892857143,3,L,1
695,HD,7,8,TX,1,4,A,40647,40650,40482,NA,1640,9,4,0.9,NA,40429,3,1,40425,,Houston,10,CHD,1,PK,8,147,Z,0,0,East Coast,NEW,10,11,1640,1,40456,40456,191,191,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.068027211,0.909090909,1,S,0
696,HD,8,8,CA,0,5,A,40647,40651,40480,NA,2018,8,0,0.5,40221,40399,0,2,40221,A,Northern California,5,PUBLIC,1,6,8,500,M,0.125,0,East Coast,EXISTING,16,18,2018,1,40436,40436,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.032,0.888888889,2,S-M,1
697,HD,8,8,MI,0,5,B,40647,40651,40483,NA,780,52,9,0.559,40291,40436,9,7,40290,B,Other,5,PUBLIC,1,6,8,425,K,0.29,0,East Coast,EXISTING,93,100,780,2,40309,40437,338,210,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.218823529,0.93,7,S-M,1
698,HD,8,NA,MI,0,5,B,40647,40651,40483,NA,780,42,7,0.583,40290,40422,6,7,40289,B,Other,10,PUBLIC,1,6,8,304,K,0.194,0,East Coast,EXISTING,72,79,780,2,40303,40450,344,197,Middle,Undefined,Middle->Undefined,April,Middle,Middle,Middle->Middle,H,0,0.236842105,0.911392405,7,S,1
699,HD,8,8,CA,0,6,A,40647,40652,40480,NA,2201,44,12,0.494,40269,40421,15,7,40252,B,Southern California,5,PUBLIC,1,7,8,972,P,0.27,0,East Coast,EXISTING,89,96,2201,1,40443,40443,204,204,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.091563786,0.927083333,7,L,1
700,HC,8,8,CO,0,6,A,40647,40652,40481,NA,2130,18,2,0.621,40280,40406,3,2,40260,B,Other,5,PUBLIC,1,K,8,460,K,0.207,0,East Coast,EXISTING,29,31,2130,1,40435,40435,212,212,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.063043478,0.935483871,2,S-M,1
701,HN,7,7,MA,0,1,B,40648,40648,40497,NA,243,50,5,0.588,NA,40423,8,11,40260,B,Other,10,PUBLIC,0,6,8,900,O,0.177,0,East Coast,EXISTING,85,96,243,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.094444444,0.885416667,11,L,0
702,HS,4,4,CA,0,1,A,40648,40648,40541,CP,390,8,3,0.444,NA,40441,3,1,40323,,Southern California,5,CHD,1,K,8,286,P,0.167,1,CA History,EXISTING,18,19,390,1,40472,40472,176,176,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.062937063,0.947368421,1,S,1
703,HS,4,4,CA,0,2,A,40648,40649,40506,NA,574,16,1,0.615,40283,40283,2,1,40282,,Southern California,5,Catholic,1,PK,8,300,J,0.269,0,CA History,NEW,26,27,574,2,40330,40444,318,204,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.086666667,0.962962963,1,S,0
704,HD,8,8,ME,0,3,A,40648,40650,40483,NA,1202,5,0,0.714,40240,40416,1,1,40222,B,Other,10,PUBLIC,1,6,8,357,K,0.143,0,East Coast,EXISTING,7,8,1202,2,40303,40428,345,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019607843,0.875,1,S-M,1
705,HD,7,8,IL,1,3,A,40648,40650,40452,NA,1294,12,3,0.923,40255,40410,3,2,40255,B,Other,10,PUBLIC,1,PK,8,375,K,0.308,0,East Coast,NEW,13,15,1294,2,40276,40429,372,219,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.034666667,0.866666667,2,S-M,0
706,HD,8,8,IN,1,3,A,40648,40650,40459,NA,1117,44,4,0.815,40291,40402,7,3,40277,B,Other,10,PUBLIC,1,6,8,214,G,0.241,0,East Coast,EXISTING,54,57,1117,1,40430,40430,218,218,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.252336449,0.947368421,3,S,0
707,HD,6,8,IA,1,4,A,40648,40651,40461,FR,1265,32,1,0.582,40207,40413,4,4,40204,B,Other,8,PUBLIC,1,9,12,120,J,0.146,1,East Coast,EXISTING,55,59,1265,1,40429,40429,219,219,Middle,Middle,Middle->Middle,April,High,High,High->High,H,0,0.458333333,0.93220339,4,S,0
708,HD,8,8,CA,0,4,A,40648,40652,40466,NA,1945,24,15,0.667,40289,40417,7,4,40221,B,Southern California,5,PUBLIC,1,6,8,1027,O,0.389,0,East Coast,EXISTING,36,40,1945,1,40450,40450,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.035053554,0.9,4,L,1
709,HN,8,8,CA,0,5,A,40648,40652,40483,NA,2199,7,7,0.368,NA,40424,7,2,40418,A,Northern California,5,PUBLIC,1,6,8,625,P,0.263,0,East Coast,EXISTING,19,21,2199,1,40435,40435,213,213,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.0304,0.904761905,2,M-L,1
710,HD,8,8,CA,0,5,A,40648,40653,40513,NA,2072,33,7,0.559,40260,40421,9,4,40257,B,Southern California,5,PUBLIC,1,6,8,834,M,0.237,0,East Coast,EXISTING,59,63,2072,1,40470,40470,178,178,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.070743405,0.936507937,4,L,1
711,HD,8,8,CA,0,6,A,40648,40653,40466,NA,1699,24,9,0.533,40213,40422,11,4,40213,B,Southern California,5,PUBLIC,1,6,8,1042,N,0.156,0,East Coast,EXISTING,45,49,1699,1,40434,40434,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.04318618,0.918367347,4,L,1
712,HD,8,8,CA,0,5,A,40648,40653,40483,NA,2049,7,0,0.5,40249,40420,0,1,40251,B,Northern California,5,PUBLIC,1,6,8,950,M,0.214,0,East Coast,EXISTING,14,15,2049,1,40428,40428,220,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.014736842,0.933333333,1,L,0
713,HD,8,8,CA,0,5,A,40648,40653,40497,NA,1839,31,6,0.5,40233,40233,11,11,40214,B,Southern California,5,PUBLIC,1,6,8,1021,Q,0.242,0,East Coast,EXISTING,62,73,1839,2,40295,40449,353,199,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.06072478,0.849315068,11,L,1
714,HD,8,8,CA,0,6,A,40648,40653,40461,NA,2207,22,4,0.55,40226,40435,6,3,40222,,Southern California,7,PUBLIC,1,,NA,,,0.225,1,East Coast,EXISTING,40,43,2207,1,40435,40435,213,213,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.930232558,3,,1
715,HD,7,8,CA,0,5,A,40648,40653,40452,NA,2080,10,2,0.714,40105,40105,2,1,40103,B,Northern California,1,PUBLIC,1,K,8,36,Q,0,0,East Coast,NEW,14,15,2080,1,40413,40413,235,235,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.388888889,0.933333333,1,S,0
716,HC,8,8,CA,0,6,A,40648,40654,40466,NA,2549,30,5,0.667,40289,40422,3,6,40221,B,Southern California,5,PUBLIC,1,6,8,1027,O,0.289,0,East Coast,EXISTING,45,51,2549,1,40450,40450,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.043816943,0.882352941,6,L,1
717,HD,8,8,CA,0,6,A,40648,40654,40473,NA,1850,21,13,0.539,40275,40415,15,3,40275,B,Southern California,5,PUBLIC,1,7,8,650,P,0.205,0,East Coast,EXISTING,39,42,1850,1,40437,40437,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.06,0.928571429,3,M-L,1
718,HD,8,8,CA,0,7,A,40648,40655,40451,FR,2365,19,3,0.432,40256,40415,4,3,40256,B,Northern California,5,PUBLIC,1,6,8,453,K,0.068,1,East Coast,EXISTING,44,47,2365,1,40429,40429,219,219,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.097130243,0.936170213,3,S-M,1
719,HS,4,4,CA,0,1,A,40649,40649,40473,NA,398,20,2,0.571,40302,40403,4,1,40299,B,Southern California,4,PUBLIC,1,K,5,553,P,0.229,1,CA History,EXISTING,35,36,398,1,40451,40451,198,198,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.063291139,0.972222222,1,S-M,1
720,HD,7,8,ME,1,3,A,40649,40652,40483,FR,1294,21,0,0.636,NA,40066,1,4,40066,B,Other,10,PUBLIC,1,6,8,305,E,0.091,0,East Coast,EXISTING,33,37,1294,1,40451,40451,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.108196721,0.891891892,4,S,0
721,HD,12,12,MA,0,4,B,40649,40652,40337,SA,699,0,0,0,NA,40448,3,4,40320,,Other,10,Private non-Christian,1,PK,9,380,Q,0,0,East Coast,EXISTING,42,46,699,1,40467,40467,182,182,High,High,High->High,April,PK,High,PK->High,H,1,0.110526316,0.913043478,4,S-M,1
722,HD,8,8,MA,0,4,B,40649,40652,40452,NA,885,18,3,0.474,40309,40484,3,4,40309,B,Other,5,PUBLIC,1,6,8,683,O,0.053,0,East Coast,EXISTING,38,42,885,1,40504,40504,145,145,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.055636896,0.904761905,4,M-L,0
723,HD,8,8,RI,0,4,B,40649,40652,40522,NA,629,18,6,0.36,NA,40443,12,6,40443,B,Other,10,PUBLIC,1,5,8,950,J,0.1,0,East Coast,NEW,50,56,629,1,40513,40513,136,136,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,1,0.052631579,0.892857143,6,L,1
724,HN,NA,NA,MI,1,4,A,40649,40652,40500,NA,1499,23,3,0.697,NA,40459,2,4,40459,B,Other,8,PUBLIC,1,9,12,1625,Q,0.182,0,East Coast,NEW,33,37,1499,1,40479,40479,170,170,Undefined,Undefined,Undefined->Undefined,April,High,High,High->High,H,0,0.020307692,0.891891892,4,L,1
725,SK,7,8,IA,1,5,A,40649,40653,40482,NA,1869,9,1,0.643,40213,40431,2,1,40200,C,Other,7,PUBLIC,1,6,8,520,H,0.214,0,Science,EXISTING,14,15,1869,2,40232,40449,417,200,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.026923077,0.933333333,1,S-M,0
726,HD,8,8,CA,0,5,A,40649,40653,40466,NA,2232,18,13,0.667,40287,40416,12,4,40284,C,Southern California,5,PUBLIC,1,6,8,2200,Q,0.259,0,East Coast,EXISTING,27,31,2232,2,40309,40456,340,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.012272727,0.870967742,4,L,1
727,HD,7,8,WA,0,5,A,40649,40653,40483,NA,2034,6,5,0.194,40220,40220,16,3,40220,C,Pacific Northwest,10,PUBLIC,1,6,12,167,Z,0.484,0,East Coast,NEW,31,34,2034,1,40247,40247,402,402,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,0,0.185628743,0.911764706,3,S,0
728,HC,8,8,CA,0,5,A,40649,40653,40497,NA,2040,26,5,0.51,40249,40438,7,5,40247,C,Southern California,5,PUBLIC,1,6,8,900,O,0.059,0,East Coast,EXISTING,51,56,2040,1,40443,40443,206,206,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.056666667,0.910714286,5,L,1
729,HC,8,8,TX,0,5,A,40649,40653,40466,NA,2542,25,2,0.658,40301,40410,3,3,40303,,Houston,5,Catholic,1,7,12,784,A,0.158,0,East Coast,EXISTING,38,41,2542,1,40421,40421,228,228,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.048469388,0.926829268,3,M-L,1
730,SK,6,8,MD,1,5,A,40649,40653,40481,FR,1890,9,0,0.474,40325,40407,6,2,40326,,Other,4,CHD,1,PK,8,340,N,0.316,0,Science,NEW,19,21,1890,1,40443,40443,206,206,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,S,0,0.055882353,0.904761905,2,S-M,0
731,SK,8,8,WI,0,5,A,40649,40653,40526,NA,1799,10,2,0.476,NA,40486,1,2,40438,B,Other,6,PUBLIC,0,6,8,800,J,0.048,0,Science,EXISTING,21,23,1799,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,1,0.02625,0.913043478,2,M-L,1
732,SK,7,8,MA,0,5,A,40649,40653,40532,NA,1921,8,1,0.615,NA,40469,1,2,40466,A,Other,6,PUBLIC,1,6,8,535,Q,0.154,0,Science,NEW,13,15,1921,1,40479,40479,170,170,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.024299065,0.866666667,2,S-M,0
733,HD,8,8,VT,0,5,B,40649,40654,40459,NA,811,29,2,0.617,40240,40240,4,4,40233,A,Other,10,PUBLIC,1,6,8,348,O,0.234,0,East Coast,EXISTING,47,51,811,1,40428,40428,221,221,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.135057471,0.921568627,4,S-M,1
734,HC,6,8,CA,0,6,A,40649,40654,40466,NA,2414,6,2,0.75,40235,40421,5,1,40229,C,Northern California,5,PUBLIC,0,6,8,580,O,0.125,0,East Coast,EXISTING,8,9,2414,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.013793103,0.888888889,1,M-L,1
735,HD,8,8,UT,0,6,A,40649,40654,40483,NA,2047,12,8,0.48,40298,40424,10,2,40296,B,Other,5,PUBLIC,1,7,8,663,M,0.2,0,East Coast,EXISTING,25,27,2047,1,40443,40443,206,206,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.037707391,0.925925926,2,M-L,0
736,CD,8,8,CA,0,6,A,40649,40654,40461,FR,2107,9,4,0.346,40260,40422,5,1,40257,,Northern California,4,CHD,1,K,6,197,O,0.115,1,East Coast,EXISTING,26,27,2107,2,40423,40437,226,212,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.131979695,0.962962963,1,S,1
737,HD,8,8,MI,0,5,B,40649,40654,40515,NA,925,21,2,0.6,NA,40452,5,3,40451,B,Other,10,PUBLIC,0,8,9,830,M,0.086,0,East Coast,NEW,35,38,925,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.042168675,0.921052632,3,L,0
738,HD,8,8,CA,0,6,A,40649,40655,40466,FR,2049,14,5,0.467,40240,40438,11,3,40239,C,Southern California,10,PUBLIC,1,7,8,751,M,0.533,0,East Coast,NEW,30,33,2049,2,40274,40444,375,205,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.039946738,0.909090909,3,M-L,1
739,HC,8,8,CA,0,7,A,40649,40655,40466,NA,2459,9,3,0.5,40295,40406,7,1,40295,B,Northern California,10,PUBLIC,1,K,8,500,L,0.444,0,East Coast,EXISTING,18,19,2459,1,40423,40423,226,226,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.036,0.947368421,1,S-M,1
740,IC,NA,NA,CA,0,8,A,40649,40656,40473,NA,2784,1,0,0.077,40254,40435,1,2,40249,B,Southern California,8,PUBLIC,1,9,12,2850,N,0.539,0,International,NEW,13,15,2784,1,40282,40282,367,367,Undefined,Undefined,Undefined->Undefined,April,High,High,High->High,I,0,0.004561404,0.866666667,2,L,0
741,HC,7,8,CA,1,7,A,40649,40656,40482,NA,2478,19,4,0.452,40269,40429,9,3,40269,B,Northern California,5,PUBLIC,1,6,8,649,O,0.119,0,East Coast,EXISTING,42,45,2478,2,40318,40444,331,205,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.064714946,0.933333333,3,M-L,0
742,IC,NA,NA,OH,0,8,A,40649,40656,40481,NA,3085,1,0,0.111,NA,40463,0,2,40460,,Other,8,Catholic,1,9,12,664,B,0.667,0,International,NEW,9,11,3085,1,40457,40457,192,192,Undefined,Undefined,Undefined->Undefined,April,High,High,High->High,I,0,0.013554217,0.818181818,2,M-L,0
743,HD,8,8,IL,0,4,A,40650,40653,40456,NA,1399,35,2,0.875,NA,40410,2,4,40410,B,Other,8,PUBLIC,0,9,12,600,K,0.2,0,East Coast,EXISTING,40,44,1399,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,High,High,High->High,H,1,0.066666667,0.909090909,4,M-L,1
744,HD,7,8,NH,0,5,B,40650,40654,40501,FR,941,21,1,0.724,40305,40416,6,2,40299,B,Other,10,PUBLIC,1,6,8,986,K,0.448,0,East Coast,EXISTING,29,31,941,1,40435,40435,215,215,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.029411765,0.935483871,2,L,1
745,HC,8,8,CA,0,5,A,40650,40654,40483,NA,1935,13,3,0.433,40298,40434,4,2,40299,B,Southern California,5,PUBLIC,1,6,8,1038,N,0.267,0,East Coast,EXISTING,30,32,1935,1,40437,40437,213,213,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.028901734,0.9375,2,L,1
746,HD,7,8,CA,1,5,A,40650,40654,40470,FR,2023,8,3,0.348,40254,40417,5,2,40253,C,Northern California,5,PUBLIC,1,K,8,342,N,0.13,0,East Coast,EXISTING,23,25,2023,1,40428,40428,222,222,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.067251462,0.92,2,S-M,0
747,HD,8,8,CA,0,5,A,40650,40654,40501,NA,1777,24,7,0.632,40284,40417,10,4,40285,C,Southern California,10,PUBLIC,1,6,8,1700,I,0.263,0,East Coast,EXISTING,38,42,1777,1,40444,40444,206,206,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.022352941,0.904761905,4,L,1
748,HD,5,5,CA,0,5,A,40650,40654,40483,NA,2048,5,3,0.556,40256,40416,3,1,40254,B,Northern California,4,PUBLIC,0,K,5,592,M,0.111,0,East Coast,EXISTING,9,10,2048,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.015202703,0.9,1,M-L,1
749,HD,8,8,CA,0,5,A,40650,40654,40452,NA,2042,4,1,0.571,40227,40430,3,1,40227,B,Northern California,5,PUBLIC,1,K,8,250,E,0.429,0,East Coast,EXISTING,7,8,2042,2,40436,40654,214,-4,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.028,0.875,1,S,0
750,HD,8,8,CA,0,5,A,40650,40654,40466,NA,2014,4,2,0.571,40260,40416,3,1,40260,C,Northern California,5,PUBLIC,1,6,8,340,L,0.429,0,East Coast,NEW,7,8,2014,1,40422,40422,228,228,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.020588235,0.875,1,S-M,1
751,HD,7,8,CA,0,5,A,40650,40654,40481,FR,2169,6,3,0.75,40288,40420,5,2,40283,C,Northern California,5,PUBLIC,1,7,8,980,L,0,0,East Coast,EXISTING,8,10,2169,1,40444,40444,206,206,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.008163265,0.8,2,L,1
752,HD,7,8,CA,1,5,A,40650,40654,40482,FR,2058,11,0,0.786,40221,40415,1,2,40222,,Southern California,1,Private non-Christian,1,K,8,75,M,0.357,0,East Coast,EXISTING,14,16,2058,1,40442,40442,208,208,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.186666667,0.875,2,S,0
753,ST,6,8,MD,0,5,A,40650,40654,40497,NA,1830,3,2,1,40263,40416,6,1,40263,B,Other,6,PUBLIC,1,K,8,761,L,0,0,Science,NEW,3,4,1830,2,40309,40436,341,214,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,S,0,0.003942181,0.75,1,M-L,0
754,ST,7,11,NJ,1,5,A,40650,40654,40482,NA,1755,4,2,1,40205,40435,2,2,40201,B,Other,6,PUBLIC,1,6,8,550,N,0,0,Science,EXISTING,4,6,1755,1,40448,40448,202,202,Middle,High,Middle->High,April,Middle,Middle,Middle->Middle,S,0,0.007272727,0.666666667,2,S-M,0
755,ST,7,8,VA,1,5,A,40650,40654,40480,NA,1713,31,3,0.861,40252,40431,6,3,40249,A,Other,6,PUBLIC,1,7,12,3990,Q,0.25,0,Science,EXISTING,36,39,1713,1,40441,40441,209,209,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,S,0,0.009022556,0.923076923,3,L,1
756,HD,7,8,CA,0,5,A,40650,40654,40501,NA,1975,6,3,0.667,NA,40450,5,1,40449,,Southern California,10,Private non-Christian,1,K,12,175,M,0,0,East Coast,NEW,9,10,1975,1,40463,40463,187,187,Middle,Middle,Middle->Middle,April,K,High,K->High,H,0,0.051428571,0.9,1,S,0
757,HC,8,8,CA,0,5,A,40650,40655,40501,NA,2472,21,6,0.429,40205,40410,12,6,40206,B,Northern California,5,PUBLIC,1,6,8,852,I,0.306,0,East Coast,EXISTING,49,55,2472,2,40434,40435,216,215,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.057511737,0.890909091,6,L,1
758,HD,8,8,CA,0,5,A,40650,40655,40501,NA,2335,16,1,0.696,40305,40417,2,2,40305,B,Northern California,4,PUBLIC,1,K,5,460,O,0.217,0,East Coast,EXISTING,23,25,2335,1,40429,40429,221,221,Middle,Middle,Middle->Middle,April,K,Elementary,K->Elementary,H,1,0.05,0.92,2,S-M,1
759,HD,8,8,NV,0,6,A,40650,40655,40470,NA,1949,37,11,0.487,40256,40415,19,5,40247,B,Other,5,PUBLIC,1,6,8,667,O,0.197,0,East Coast,EXISTING,76,81,1949,1,40420,40420,230,230,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.113943028,0.938271605,5,M-L,1
760,HD,7,8,CA,1,5,A,40650,40655,40483,NA,1699,4,2,0.25,40263,40449,9,3,40261,C,Southern California,10,PUBLIC,1,7,8,884,N,0.063,0,East Coast,NEW,16,19,1699,2,40295,40472,355,178,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.018099548,0.842105263,3,L,0
761,HD,6,8,CA,0,6,A,40650,40655,40465,NA,2334,13,0,0.867,40323,40323,3,2,40324,,Northern California,10,Private non-Christian,1,PK,8,235,M,0,0,East Coast,NEW,15,17,2334,1,40435,40435,215,215,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.063829787,0.882352941,2,S,1
762,HC,7,8,CO,0,6,A,40650,40655,40330,FR,2199,23,2,0.657,40280,40417,5,2,40241,C,Other,10,PUBLIC,1,6,8,808,G,0.114,0,East Coast,EXISTING,35,37,2199,1,40430,40430,220,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.043316832,0.945945946,2,M-L,1
763,HD,8,8,CA,0,6,A,40650,40655,40474,NA,2165,26,3,0.578,40235,40413,5,2,40236,B,Northern California,5,PUBLIC,1,6,8,1100,Q,0.244,0,East Coast,EXISTING,45,47,2165,2,40295,40442,355,208,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.040909091,0.957446809,2,L,1
764,HD,8,8,CA,0,6,A,40650,40655,40466,NA,2126,9,4,0.5,40259,40410,4,3,40252,B,Southern California,5,PUBLIC,1,K,8,960,O,0.111,0,East Coast,EXISTING,18,21,2126,1,40443,40443,207,207,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.01875,0.857142857,3,L,1
765,HD,9,12,CA,0,6,A,40650,40655,40501,NA,2261,3,5,0.6,NA,40389,6,1,40380,,Southern California,7,CHD,1,,NA,,,0.4,0,East Coast,NEW,5,6,2261,2,40438,40466,212,184,High,High,High->High,April,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.833333333,1,,0
766,HC,8,8,NV,0,6,A,40650,40656,40461,NA,2619,43,13,0.597,40254,40428,14,6,40221,B,Other,5,PUBLIC,1,6,8,1119,Z,0.375,0,East Coast,EXISTING,72,78,2619,2,40289,40436,361,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.064343164,0.923076923,6,L,1
