ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1993,2.13,Ideal,G,VVS2,EX,EX,GIA,31390
1994,1.12,Good,G,SI1,EX,VG,GIA,5640
1995,1.01,Good,G,SI1,VG,G,GIA,4805
1996,2.01,Good,I,VS2,EX,EX,AGSL,15290
1997,2.41,Ideal,I,SI1,EX,EX,GIA,19515
1998,1.04,Very Good,D,IF,G,G,GIA,14206
1999,0.91,Ideal,D,SI1,ID,ID,AGSL,5142
2000,2.28,Very Good,F,VS1,VG,VG,GIA,37274
2001,1.01,Very Good,F,IF,EX,G,GIA,9873
2002,2,Good,F,SI1,EX,EX,GIA,18069
2003,1.51,Very Good,I,VS2,VG,VG,GIA,9058
2004,1.33,Good,G,VS1,VG,G,GIA,10096
2005,0.78,Ideal,D,VS2,EX,VG,GIA,3736
2006,0.78,Very Good,E,SI1,EX,EX,GIA,2565
2007,1.01,Good,E,VS2,VG,G,GIA,5829
2008,1.38,Ideal,H,SI1,VG,VG,GIA,7930
2009,1.01,Very Good,G,VVS2,VG,EX,GIA,8538
2010,0.81,Good,H,SI1,VG,VG,GIA,2534
2011,1.11,Signature-Ideal,G,VVS2,EX,EX,GIA,10266
2012,1.01,Very Good,F,SI1,VG,VG,GIA,5174
2013,1.05,Ideal,H,SI1,VG,VG,GIA,5095
2014,2.01,Ideal,H,VS2,EX,EX,GIA,21254
2015,1.01,Very Good,F,VVS2,VG,EX,GIA,7583
2016,2.02,Ideal,I,VS1,EX,EX,GIA,18324
2017,0.9,Very Good,D,SI1,EX,G,GIA,4405
2018,1.6,Ideal,I,VS1,EX,EX,GIA,11890
2019,2,Ideal,D,VS1,VG,VG,GIA,34689
2020,1.13,Ideal,D,VVS1,VG,EX,GIA,13335
2021,2.33,Very Good,I,SI1,VG,VG,GIA,18119
2022,1.04,Very Good,F,SI1,VG,G,AGSL,5490
2023,1.03,Ideal,E,VS1,ID,ID,AGSL,8385
2024,1.2,Ideal,G,VVS2,EX,EX,GIA,10812
2025,1.2,Very Good,I,SI1,VG,VG,GIA,5816
2026,2.28,Ideal,H,VVS1,EX,EX,GIA,25530
2027,1.09,Ideal,F,VVS2,VG,VG,GIA,9558
2028,1.07,Ideal,G,VVS2,ID,ID,AGSL,8145
2029,2.2,Very Good,G,VS1,EX,VG,GIA,32526
2030,2.02,Very Good,F,VS2,EX,VG,GIA,25815
2031,2.01,Very Good,F,VS2,EX,EX,GIA,28424
2032,1,Good,E,SI1,VG,G,GIA,4916
2033,1.24,Ideal,G,VVS1,EX,VG,GIA,10724
2034,1.3,Very Good,I,VS1,EX,VG,GIA,6819
2035,2.02,Very Good,I,VS2,EX,VG,GIA,16179
2036,1.31,Ideal,G,VVS1,EX,EX,GIA,13406
2037,2.02,Very Good,G,VS1,VG,EX,GIA,25190
2038,1.24,Very Good,G,VS2,G,G,GIA,8064
2039,0.75,Signature-Ideal,G,SI1,ID,ID,AGSL,3171
2040,1.06,Ideal,E,SI1,EX,EX,GIA,5798
2041,1.56,Ideal,E,VS2,EX,EX,GIA,14112
2042,1.64,Very Good,I,SI1,G,G,GIA,9144
2043,1.74,Very Good,G,VS2,VG,VG,GIA,15626
2044,2.15,Ideal,G,VVS2,ID,ID,AGSL,32374
2045,2.04,Very Good,G,SI1,VG,EX,GIA,19367
2046,0.9,Ideal,H,VS2,VG,VG,GIA,4403
2047,2.51,Ideal,H,SI1,VG,EX,GIA,25113
2048,1.57,Ideal,G,SI1,VG,VG,GIA,10621
2049,1,Fair,E,SI1,VG,G,GIA,4771
2050,2.05,Ideal,G,VS2,EX,EX,GIA,25544
2051,1.51,Very Good,D,SI1,VG,EX,GIA,12106
2052,0.92,Very Good,G,VVS2,VG,G,GIA,5183
2053,1.19,Signature-Ideal,D,SI1,EX,EX,GIA,9066
2054,1.03,Ideal,E,VVS2,EX,EX,GIA,10003
2055,0.91,Very Good,F,SI1,EX,VG,GIA,3991
2056,2.03,Ideal,E,VS2,EX,EX,GIA,30170
2057,1.5,Very Good,G,VS2,EX,VG,GIA,11392
2058,1.51,Ideal,I,VVS2,EX,EX,GIA,10821
2059,0.9,Very Good,D,SI1,G,VG,GIA,4518
2060,0.92,Signature-Ideal,I,SI1,EX,EX,GIA,4488
2061,1.29,Very Good,G,VS1,G,VG,GIA,9105
2062,1.19,Very Good,G,SI1,EX,VG,GIA,6127
2063,2.13,Very Good,I,SI1,EX,EX,AGSL,15965
2064,1.52,Ideal,G,VS2,ID,ID,AGSL,13809
2065,0.9,Good,E,SI1,VG,VG,GIA,3997
2066,1.01,Ideal,F,SI1,EX,EX,GIA,5932
2067,1.75,Ideal,I,VS2,ID,ID,AGSL,12531
2068,1.2,Very Good,G,SI1,EX,EX,GIA,7372
2069,1.05,Ideal,G,VVS2,VG,VG,GIA,8083
2070,2.05,Good,F,IF,G,G,GIA,41217
2071,1.02,Very Good,I,VS2,EX,EX,AGSL,4623
2072,2.08,Ideal,H,SI1,VG,VG,GIA,17469
2073,0.76,Ideal,D,VS2,VG,EX,GIA,3401
2074,1.13,Ideal,G,VVS1,VG,VG,GIA,10017
2075,2.28,Ideal,G,VVS2,VG,VG,GIA,33839
2076,2.01,Ideal,I,VVS2,EX,EX,GIA,22989
2077,1.31,Good,H,SI1,VG,VG,GIA,6793
2078,1.14,Ideal,D,IF,EX,EX,GIA,20452
2079,2.15,Very Good,H,VVS2,EX,EX,GIA,26580
2080,1,Fair,E,SI1,G,G,GIA,5212
2081,0.91,Ideal,I,VS1,EX,EX,GIA,3954
2082,2.26,Very Good,I,SI1,VG,EX,GIA,17845
2083,0.9,Good,E,SI1,G,G,GIA,3933
2084,1.16,Very Good,I,SI1,VG,VG,GIA,4586
2085,0.91,Very Good,F,SI1,VG,G,GIA,4437
2086,1.56,Ideal,H,SI1,VG,VG,GIA,10642
2087,2.33,Ideal,G,SI1,VG,VG,GIA,24894
2088,1.51,Very Good,F,VS2,VG,VG,GIA,13080
2089,1,Good,D,SI1,VG,VG,GIA,5727
2090,0.75,Ideal,E,VS1,VG,VG,GIA,3535
2091,2.07,Ideal,H,SI1,VG,VG,GIA,18311
2092,1.12,Signature-Ideal,H,VS1,ID,ID,AGSL,7788
2093,2.08,Very Good,H,VS2,EX,VG,GIA,20265
2094,2.12,Ideal,I,SI1,EX,EX,GIA,15364
2095,1.31,Signature-Ideal,G,VVS2,ID,ID,AGSL,13168
2096,1.01,Very Good,H,VS2,EX,VG,AGSL,5319
2097,1.26,Ideal,I,VVS1,EX,VG,GIA,7578
2098,1.7,Ideal,H,VS2,EX,EX,GIA,13848
2099,0.9,Good,E,VS2,VG,VG,GIA,4182
2100,1.3,Very Good,F,VS2,VG,VG,GIA,10298
2101,1.51,Good,H,SI1,EX,EX,GIA,10277
2102,0.82,Very Good,G,SI1,G,VG,GIA,3032
2103,1.06,Ideal,F,VS2,ID,ID,AGSL,7618
2104,0.92,Very Good,H,VS1,EX,VG,GIA,4188
2105,1.06,Ideal,H,VS2,VG,VG,GIA,5576
2106,1.31,Very Good,I,SI1,VG,G,GIA,6686
2107,1.21,Ideal,H,VVS1,ID,ID,AGSL,8286
2108,1.01,Good,F,VS2,EX,VG,GIA,6288
2109,1,Good,E,VS2,VG,VG,GIA,6315
2110,2.07,Ideal,I,VS2,EX,EX,GIA,17045
2111,2.23,Very Good,F,SI1,VG,VG,GIA,23837
2112,0.91,Very Good,G,SI1,G,VG,GIA,3959
2113,2.54,Very Good,F,VVS2,G,VG,GIA,50787
2114,2.29,Very Good,I,VS2,EX,EX,GIA,20914
2115,2.11,Very Good,I,VS2,VG,VG,GIA,16026
2116,0.96,Good,G,SI1,VG,VG,GIA,4234
2117,1.5,Good,E,VVS2,G,G,GIA,18034
2118,1.01,Ideal,D,SI1,VG,EX,GIA,5812
2119,1.13,Very Good,F,SI1,EX,EX,GIA,5017
2120,0.92,Very Good,E,SI1,G,VG,GIA,4232
2121,2.17,Ideal,G,SI1,VG,EX,GIA,20823
2122,0.91,Ideal,F,SI1,VG,EX,GIA,4267
2123,0.9,Very Good,E,VVS2,G,VG,GIA,5987
2124,1,Very Good,E,SI1,G,G,GIA,5413
2125,1.01,Very Good,D,SI1,EX,EX,GIA,6630
2126,2.13,Ideal,G,VS1,ID,ID,AGSL,29221
2127,1,Very Good,E,VS2,VG,G,GIA,6315
2128,1.25,Ideal,I,SI1,EX,EX,GIA,5821
2129,1.03,Very Good,H,VS2,VG,VG,GIA,5422
2130,1.51,Very Good,I,SI1,VG,VG,GIA,8813
2131,0.9,Very Good,G,SI1,EX,VG,GIA,3752
2132,2,Very Good,F,SI1,G,VG,GIA,19647
2133,1.07,Very Good,G,VS1,EX,EX,GIA,7168
2134,1.04,Very Good,I,SI1,VG,G,GIA,4175
2135,0.9,Very Good,G,VS2,G,G,GIA,4369
2136,1.06,Very Good,I,SI1,VG,EX,GIA,4507
2137,2,Good,H,SI1,VG,VG,GIA,17033
2138,1.05,Ideal,I,SI1,VG,VG,GIA,4494
2139,0.87,Very Good,F,VVS2,G,VG,GIA,4528
2140,1.24,Ideal,E,VVS1,EX,VG,GIA,14102
2141,1.06,Ideal,I,VS2,VG,VG,GIA,5013
2142,1.03,Ideal,F,IF,VG,VG,GIA,10615
2143,2.49,Very Good,G,VS1,VG,VG,GIA,36028
2144,1.5,Very Good,I,SI1,EX,VG,GIA,8127
2145,2.1,Ideal,F,SI1,VG,VG,GIA,19802
2146,1.05,Ideal,F,VVS2,ID,ID,AGSL,9908
2147,2.05,Ideal,G,VS1,EX,EX,GIA,27816
2148,1.58,Ideal,H,VVS1,VG,VG,GIA,14569
2149,1.06,Good,E,SI1,VG,EX,GIA,5924
2150,1,Very Good,F,SI1,EX,VG,GIA,5804
2151,1,Good,F,VS1,VG,G,GIA,6348
2152,0.91,Very Good,H,VS2,G,G,GIA,4193
2153,2.01,Very Good,E,SI1,G,VG,GIA,20399
2154,0.82,Ideal,E,SI1,VG,VG,GIA,3588
2155,1.3,Very Good,F,VS1,VG,VG,GIA,10810
2156,1.76,Ideal,E,VS1,ID,ID,AGSL,19593
2157,1.15,Very Good,G,SI1,VG,VG,GIA,5538
2158,1,Very Good,H,VS1,VG,G,GIA,5625
2159,1.07,Ideal,G,VVS2,EX,EX,GIA,9169
2160,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
2161,0.9,Fair,I,VS1,VG,VG,GIA,3526
2162,0.9,Very Good,E,SI1,EX,VG,GIA,5387
2163,2.28,Very Good,H,VS2,EX,EX,GIA,22808
2164,0.94,Ideal,F,VS2,EX,EX,GIA,7120
2165,1,Good,D,SI1,G,G,GIA,5328
2166,0.91,Ideal,D,VS2,EX,EX,GIA,6444
2167,2.18,Ideal,G,VVS1,EX,EX,AGSL,34895
2168,1.02,Ideal,G,SI1,VG,VG,GIA,4988
2169,1.63,Very Good,G,VS2,VG,VG,GIA,13441
2170,1.01,Very Good,F,VVS2,VG,VG,GIA,9096
2171,1.01,Very Good,F,SI1,VG,VG,GIA,5436
2172,0.83,Very Good,E,VS1,VG,VG,GIA,4519
2173,0.9,Ideal,I,VS2,VG,VG,GIA,3629
2174,1.21,Signature-Ideal,I,SI1,ID,ID,AGSL,6688
2175,1.54,Very Good,G,VS1,VG,G,GIA,13284
2176,1.01,Very Good,D,VS2,G,G,GIA,6563
2177,1.52,Very Good,H,VS1,VG,G,GIA,10497
2178,2.08,Ideal,D,VS2,EX,EX,GIA,31542
2179,1.5,Very Good,G,VS2,VG,VG,GIA,13528
2180,1.02,Fair,E,SI1,VG,G,GIA,5681
2181,1.5,Very Good,D,VS2,EX,VG,GIA,13372
2182,1.1,Ideal,H,VS2,VG,VG,GIA,6387
2183,2.02,Very Good,H,VS2,G,VG,GIA,20444
2184,1.55,Ideal,F,VS1,EX,EX,GIA,17317
2185,1.35,Ideal,G,VVS2,EX,EX,GIA,13230
2186,1.26,Ideal,G,VS2,ID,ID,AGSL,9605
2187,1.08,Ideal,G,SI1,VG,VG,GIA,5462
2188,1.53,Very Good,E,VS1,VG,G,GIA,14931
2189,0.8,Ideal,E,VVS2,EX,EX,GIA,4747
2190,1.28,Ideal,G,VS2,VG,EX,GIA,9488
2191,1.28,Ideal,G,IF,EX,VG,GIA,11372
2192,2.03,Very Good,G,SI1,VG,VG,GIA,19926
2193,1.26,Signature-Ideal,F,VVS1,EX,EX,GIA,15247
2194,1.43,Ideal,H,VVS2,ID,ID,AGSL,10676
2195,0.93,Ideal,E,SI1,VG,G,GIA,4374
2196,1.06,Very Good,E,IF,VG,G,GIA,12642
2197,2.73,Very Good,G,VVS2,VG,VG,GIA,43163
2198,1.1,Ideal,G,VVS2,EX,EX,GIA,9856
2199,1.32,Very Good,H,SI1,VG,G,GIA,7270
2200,1.3,Fair,E,SI1,G,VG,AGSL,8040
2201,1.03,Ideal,G,VS2,VG,EX,GIA,7068
2202,2.01,Very Good,G,VS2,VG,EX,GIA,23015
2203,2.16,Ideal,I,SI1,EX,EX,GIA,18029
2204,2.3,Ideal,D,VVS2,VG,EX,GIA,54845
2205,1.01,Good,F,SI1,VG,VG,GIA,4866
2206,1.11,Very Good,G,VVS1,VG,VG,GIA,9117
2207,1.03,Ideal,E,SI1,EX,VG,GIA,5721
2208,2.04,Ideal,H,VS2,EX,EX,GIA,21094
2209,2.03,Ideal,H,VS1,EX,EX,GIA,21170
2210,1.21,Signature-Ideal,G,VS1,ID,ID,AGSL,10685
2211,1.03,Signature-Ideal,E,VVS2,EX,EX,GIA,11611
2212,0.75,Very Good,F,SI1,VG,EX,GIA,2693
2213,0.9,Good,I,VVS2,VG,VG,GIA,3718
2214,1.1,Ideal,G,VVS2,EX,EX,GIA,8832
2215,0.9,Very Good,H,VS2,VG,VG,GIA,3890
2216,1.51,Very Good,G,SI1,EX,EX,GIA,10576
2217,2.02,Very Good,E,VS1,VG,VG,GIA,31251
2218,1.02,Ideal,I,SI1,VG,VG,GIA,4229
2219,0.77,Ideal,G,VS2,EX,EX,GIA,3544
2220,2.6,Very Good,I,VS2,EX,VG,GIA,24230
2221,1.03,Ideal,G,VVS2,VG,EX,GIA,7894
2222,2.1,Ideal,G,VS2,EX,EX,AGSL,25488
2223,0.9,Ideal,H,SI1,ID,ID,AGSL,4198
2224,2.15,Very Good,F,SI1,G,VG,GIA,22570
2225,1.23,Ideal,G,VVS1,ID,ID,AGSL,10572
2226,1.01,Good,F,VVS2,VG,VG,GIA,7915
2227,1.14,Very Good,F,SI1,VG,G,GIA,5819
2228,2.05,Ideal,G,SI1,EX,EX,GIA,20668
2229,1.54,Very Good,G,VVS2,EX,EX,GIA,15225
2230,0.9,Very Good,H,VS2,VG,VG,GIA,4178
2231,1.02,Good,I,SI1,EX,VG,GIA,4105
2232,1.04,Ideal,H,VS2,EX,VG,GIA,5654
2233,1,Very Good,G,SI1,VG,VG,GIA,4991
2234,1.34,Ideal,E,VVS2,EX,EX,GIA,14593
2235,1.01,Very Good,E,VS2,VG,VG,GIA,7188
2236,1.04,Ideal,F,VVS2,VG,EX,GIA,9351
2237,1,Very Good,F,SI1,EX,VG,GIA,4826
2238,2.13,Ideal,H,SI1,ID,ID,AGSL,20041
2239,2.08,Good,G,VS1,EX,VG,GIA,25938
2240,0.79,Good,F,SI1,VG,G,GIA,2800
2241,1,Good,E,VS1,VG,G,GIA,7131
2242,0.77,Ideal,H,SI1,EX,EX,GIA,2781
2243,0.91,Very Good,G,VS2,G,VG,GIA,4392
2244,2.01,Very Good,E,VS1,VG,VG,GIA,32783
2245,1.1,Very Good,H,VS1,G,G,GIA,6091
2246,1.72,Ideal,G,VVS2,EX,EX,GIA,19693
2247,2.08,Very Good,G,VS2,EX,EX,AGSL,24345
2248,1.06,Very Good,G,VS2,VG,VG,GIA,7094
2249,1.03,Very Good,D,VVS2,VG,VG,GIA,10988
2250,1.51,Very Good,F,VS1,VG,VG,GIA,14976
2251,1.22,Very Good,I,VS1,G,EX,GIA,5966
2252,1.7,Fair,H,VS2,VG,EX,GIA,11038
2253,1.04,Ideal,E,SI1,EX,EX,GIA,6035
2254,0.78,Very Good,F,SI1,VG,VG,GIA,3045
2255,0.77,Signature-Ideal,I,SI1,EX,EX,GIA,2946
2256,1.01,Very Good,F,VS2,EX,EX,GIA,6649
2257,1,Very Good,D,VVS2,EX,VG,GIA,10477
2258,0.86,Very Good,E,VS2,EX,EX,GIA,4665
2259,2.5,Very Good,G,VVS2,EX,VG,GIA,34943
2260,1,Good,D,VVS2,G,G,GIA,8374
2261,0.82,Very Good,G,IF,ID,EX,AGSL,4844
2262,2.19,Very Good,E,VS2,EX,VG,GIA,31796
2263,2.01,Very Good,I,VS2,VG,VG,GIA,17570
2264,0.91,Signature-Ideal,D,VVS2,ID,ID,AGSL,9182
2265,2.39,Ideal,G,IF,EX,EX,GIA,38072
2266,1.01,Good,G,SI1,EX,EX,GIA,5277
2267,1,Very Good,G,VS2,G,G,GIA,6094
2268,0.91,Very Good,E,SI1,VG,G,GIA,4250
2269,1.12,Good,H,SI1,VG,G,GIA,5138
2270,1.32,Ideal,G,VVS1,EX,EX,GIA,12046
2271,1.51,Very Good,I,SI1,VG,VG,GIA,7996
2272,2.28,Ideal,I,VVS2,EX,VG,GIA,25098
2273,1.28,Ideal,E,VVS1,EX,EX,GIA,16269
2274,1.26,Very Good,G,VS2,VG,VG,GIA,8040
2275,1.06,Ideal,G,IF,ID,ID,AGSL,9302
2276,2,Good,H,SI1,G,G,GIA,17447
2277,1.06,Ideal,H,SI1,VG,VG,GIA,5020
2278,1.5,Ideal,I,SI1,VG,G,GIA,8291
2279,0.86,Very Good,G,SI1,VG,VG,GIA,3371
2280,1.04,Very Good,D,VVS2,EX,VG,GIA,11087
2281,0.9,Good,G,VVS2,EX,VG,GIA,4360
2282,1.01,Good,E,VS1,G,G,GIA,6509
2283,1.27,Ideal,H,VS2,ID,ID,AGSL,7937
2284,1.11,Ideal,G,IF,EX,EX,GIA,10053
2285,1.5,Fair,I,SI1,VG,VG,GIA,7912
2286,2.05,Ideal,H,VS1,VG,VG,GIA,22062
2287,2.02,Ideal,G,VS1,VG,G,GIA,26306
2288,2.03,Ideal,G,VVS1,EX,EX,GIA,34706
2289,1.28,Ideal,G,VVS1,ID,ID,AGSL,11164
2290,0.92,Ideal,F,SI1,VG,EX,GIA,4140
2291,2.17,Very Good,I,VVS1,EX,VG,GIA,23776
2292,1.01,Good,E,SI1,EX,VG,GIA,5411
2293,1.5,Good,H,VS1,EX,EX,GIA,11693
2294,1.21,Ideal,I,VS1,EX,EX,GIA,6691
2295,1.78,Signature-Ideal,D,VVS1,ID,ID,AGSL,35955
2296,2.02,Good,E,SI1,EX,VG,GIA,20256
2297,0.9,Very Good,D,VS2,VG,VG,GIA,4804
2298,2.16,Very Good,G,IF,EX,EX,GIA,37130
2299,1.01,Good,F,SI1,EX,EX,GIA,5309
2300,0.9,Ideal,H,VS1,VG,VG,GIA,4689
2301,1.24,Ideal,G,IF,EX,EX,GIA,11376
2302,1,Good,E,VS2,VG,G,GIA,6457
2303,2.02,Very Good,G,VS2,VG,VG,GIA,25725
2304,1.13,Ideal,G,VS2,ID,ID,AGSL,7147
2305,1,Good,E,SI1,EX,G,GIA,5037
2306,0.8,Ideal,G,VVS2,ID,ID,AGSL,4146
2307,1.86,Ideal,E,VS1,EX,EX,GIA,27839
2308,1.01,Ideal,G,VS1,EX,EX,GIA,7178
2309,0.94,Ideal,E,SI1,EX,VG,GIA,5056
2310,1.16,Ideal,I,VS2,EX,EX,GIA,5587
2311,1.6,Ideal,F,SI1,ID,ID,AGSL,12942
2312,1.04,Very Good,G,VS2,EX,G,GIA,5964
2313,1.61,Ideal,F,SI1,EX,EX,GIA,12085
2314,1.13,Ideal,I,VS2,ID,ID,AGSL,5408
2315,0.9,Very Good,H,SI1,VG,G,GIA,3595
2316,0.9,Very Good,H,VS1,EX,VG,GIA,4201
2317,1.16,Ideal,E,SI1,EX,EX,GIA,7059
2318,1.29,Ideal,H,VS1,ID,ID,AGSL,8887
2319,2.28,Ideal,I,VVS2,EX,EX,GIA,23837
2320,2.03,Very Good,I,VS2,EX,VG,GIA,16422
2321,1.22,Very Good,F,SI1,VG,VG,GIA,7372
2322,2.51,Very Good,I,VVS2,EX,G,GIA,28847
2323,2.09,Ideal,H,VVS2,VG,VG,GIA,24699
2324,2.18,Ideal,G,VS1,EX,EX,GIA,29641
2325,0.91,Very Good,D,VS2,VG,VG,GIA,5200
2326,1.01,Ideal,D,VS2,EX,EX,GIA,8119
2327,1.07,Ideal,G,VS1,EX,EX,GIA,7210
2328,2,Good,D,VS1,G,G,GIA,30014
2329,0.93,Ideal,E,SI1,G,G,GIA,4179
2330,1.01,Very Good,F,VS1,G,VG,GIA,6825
2331,2.07,Ideal,D,VVS2,VG,VG,GIA,44869
2332,1.58,Very Good,F,VS2,EX,VG,GIA,14084
2333,1.51,Ideal,D,VVS2,ID,ID,AGSL,23003
2334,2,Fair,G,VS2,EX,G,GIA,23203
2335,0.93,Ideal,H,SI1,ID,ID,AGSL,4317
2336,2.01,Very Good,H,VS1,VG,VG,GIA,20492
2337,1.59,Very Good,G,VVS2,EX,EX,GIA,16327
2338,0.9,Very Good,E,VS2,EX,G,GIA,4925
2339,1.02,Very Good,E,SI1,VG,VG,GIA,5245
2340,0.9,Very Good,F,SI1,VG,EX,GIA,4004
2341,1.26,Very Good,H,SI1,EX,EX,GIA,7477
2342,0.9,Good,D,VS2,EX,EX,GIA,4682
2343,1.21,Ideal,E,VS2,ID,ID,AGSL,10556
2344,1.85,Very Good,G,VS2,G,G,GIA,17479
2345,2.02,Very Good,H,VS2,G,G,GIA,19184
2346,1.55,Very Good,E,SI1,EX,EX,GIA,10851
2347,2.09,Ideal,F,VS1,VG,VG,GIA,34245
2348,1.03,Very Good,G,VS2,VG,VG,GIA,6673
2349,0.8,Very Good,G,VS2,G,G,GIA,3411
2350,1.12,Ideal,D,SI1,EX,EX,GIA,7145
2351,0.9,Very Good,H,VS1,EX,G,GIA,4685
2352,0.9,Fair,H,VS2,VG,G,GIA,3683
2353,1.11,Very Good,G,SI1,VG,VG,GIA,5367
2354,0.9,Good,D,VVS2,VG,VG,GIA,5476
2355,1.5,Very Good,I,VS1,VG,VG,GIA,9759
2356,2.02,Ideal,I,SI1,VG,VG,GIA,15942
2357,1,Good,G,SI1,G,G,GIA,4859
2358,0.76,Very Good,F,VS2,G,G,AGSL,2873
2359,0.85,Signature-Ideal,E,SI1,EX,EX,GIA,4363
2360,1.21,Ideal,G,VS1,EX,EX,GIA,9323
2361,2.47,Ideal,E,VS1,VG,EX,GIA,48030
2362,1.28,Signature-Ideal,D,SI1,ID,ID,AGSL,10598
2363,0.9,Very Good,F,SI1,EX,EX,GIA,3950
2364,0.79,Ideal,I,SI1,VG,EX,GIA,2539
2365,2.01,Ideal,G,SI1,VG,VG,GIA,18566
2366,0.9,Good,H,SI1,EX,G,GIA,3388
2367,0.8,Very Good,E,VS2,VG,G,GIA,3839
2368,2.34,Ideal,E,SI1,ID,ID,AGSL,25134
2369,0.9,Very Good,F,SI1,VG,VG,GIA,4009
2370,1.5,Very Good,E,VS2,VG,VG,GIA,14061
2371,2.03,Ideal,G,VS1,VG,EX,GIA,27632
2372,1.01,Very Good,F,VS1,VG,EX,GIA,7107
2373,1.6,Very Good,I,VS2,VG,VG,GIA,9633
2374,1.5,Very Good,D,VVS2,VG,EX,GIA,21429
2375,2.46,Ideal,I,VS1,VG,VG,AGSL,25354
2376,1.06,Ideal,I,VS2,EX,EX,GIA,5362
2377,2.25,Good,I,VS2,G,VG,GIA,18623
2378,1.02,Good,H,SI1,VG,VG,GIA,4957
2379,1.3,Very Good,G,VS1,EX,EX,GIA,10654
2380,0.91,Ideal,I,VS1,VG,VG,GIA,4022
2381,0.9,Very Good,H,SI1,VG,VG,GIA,3643
2382,1.07,Signature-Ideal,G,SI1,ID,ID,AGSL,6582
2383,1.04,Ideal,G,IF,EX,EX,GIA,9109
2384,1.01,Good,F,VS2,EX,VG,GIA,6332
2385,2.06,Ideal,I,VS2,EX,EX,GIA,18971
2386,0.92,Very Good,E,VS1,VG,G,GIA,5800
2387,0.92,Good,I,VS1,G,G,GIA,3723
2388,1.2,Very Good,I,SI1,G,G,GIA,5408
2389,1.01,Good,D,SI1,G,G,GIA,5161
2390,1,Ideal,H,VS2,EX,VG,GIA,6133
2391,2.02,Ideal,G,VS2,VG,VG,GIA,25108
2392,1.07,Ideal,F,VS2,VG,EX,GIA,7483
2393,1.2,Ideal,H,VS2,VG,EX,GIA,7229
2394,0.9,Ideal,H,VS1,ID,ID,AGSL,5013
2395,1.27,Ideal,H,VVS2,ID,ID,AGSL,8339
2396,1.67,Ideal,I,VS1,EX,EX,GIA,11258
2397,2.15,Very Good,I,VS1,EX,EX,GIA,19081
2398,1.02,Very Good,I,VS2,EX,VG,GIA,4762
2399,1.14,Ideal,G,VVS1,EX,EX,GIA,10933
2400,1.02,Very Good,E,VS2,G,VG,GIA,6526
2401,1.59,Ideal,I,SI1,EX,VG,GIA,9813
2402,2.58,Ideal,G,VVS1,EX,EX,GIA,45980
2403,1.5,Ideal,I,VS1,VG,G,GIA,9533
2404,1.06,Ideal,G,VS2,EX,EX,GIA,6728
2405,1.26,Ideal,I,VS2,VG,EX,GIA,6306
2406,1.01,Very Good,G,VS1,VG,VG,GIA,6669
2407,1.12,Signature-Ideal,F,SI1,EX,EX,GIA,7812
2408,1,Very Good,I,SI1,ID,ID,AGSL,5203
2409,0.91,Ideal,G,SI1,VG,VG,GIA,4240
2410,0.9,Ideal,E,SI1,EX,EX,GIA,5373
2411,1.07,Ideal,H,VS2,ID,ID,AGSL,6187
2412,2.02,Very Good,I,VS2,VG,VG,GIA,17581
2413,2.1,Ideal,G,VS1,EX,EX,GIA,30773
2414,0.9,Very Good,E,IF,G,VG,GIA,7747
2415,1.01,Very Good,G,SI1,EX,G,GIA,5073
2416,1.32,Very Good,F,VS1,VG,VG,GIA,11346
2417,2.01,Ideal,I,SI1,EX,EX,GIA,16562
2418,1,Fair,E,SI1,G,G,GIA,4771
2419,1.08,Ideal,G,VS1,EX,EX,GIA,7551
2420,2.34,Ideal,G,VS1,ID,ID,AGSL,32776
2421,0.79,Very Good,I,VVS2,EX,G,GIA,2589
2422,1.27,Very Good,H,VS1,EX,EX,GIA,8235
2423,2.26,Signature-Ideal,F,VVS2,ID,ID,AGSL,45757
2424,1.5,Good,G,VS2,VG,G,GIA,11577
2425,0.76,Signature-Ideal,I,VS2,ID,ID,AGSL,2793
2426,2.05,Very Good,G,SI1,EX,EX,GIA,19928
2427,0.9,Very Good,E,VVS2,EX,VG,GIA,6466
2428,1.03,Ideal,F,VVS2,EX,VG,GIA,9254
2429,2.02,Very Good,E,VS1,VG,VG,GIA,33592
2430,1.65,Very Good,F,VS1,G,VG,GIA,17425
2431,1.51,Very Good,E,VVS1,VG,G,GIA,18234
2432,0.93,Good,H,VS1,G,G,GIA,4352
2433,1.13,Ideal,G,VVS2,EX,VG,GIA,8192
2434,0.75,Fair,F,VS2,G,G,GIA,2648
2435,1,Fair,F,VS2,VG,EX,GIA,5840
2436,2.08,Ideal,G,VS1,EX,EX,GIA,28928
2437,1.55,Very Good,G,VVS1,VG,EX,GIA,16331
2438,1.04,Signature-Ideal,I,VS1,EX,EX,GIA,6335
2439,1.5,Good,F,VS2,VG,G,GIA,11317
2440,0.84,Very Good,D,VS1,VG,VG,GIA,4869
2441,2.02,Very Good,H,SI1,EX,EX,AGSL,19201
2442,1.16,Ideal,F,SI1,EX,EX,GIA,6768
2443,2.07,Ideal,D,VVS2,EX,EX,GIA,44487
2444,1.03,Very Good,H,SI1,EX,EX,GIA,4705
2445,1.22,Ideal,I,VS1,VG,VG,GIA,6138
